timestamp,ir_raw,red_raw,hr,spo2,status
1781009857.856976,172283,123988,65,97,NORMAL
1781009858.0580173,170180,123595,65,97,NORMAL
1781009858.2723122,171467,123789,62,97,NORMAL
1781009858.463579,170054,124162,62,97,NORMAL
1781009858.6647582,170283,123594,62,97,NORMAL
1781009858.8788824,170584,124235,63,97,NORMAL
1781009859.0835626,170606,124160,67,96,NORMAL
1781009859.2881145,170180,123595,69,96,NORMAL
1781009859.4923606,172715,124214,69,95,NORMAL
1781009859.6965559,172291,124444,69,94,NORMAL
1781009859.8876038,170902,123990,69,94,NORMAL
1781009860.0889997,170584,124235,69,94,NORMAL
1781009860.2897708,172016,124309,69,94,NORMAL
1781009860.5039506,172639,124556,65,95,NORMAL
1781009860.7080724,172715,124214,60,95,NORMAL
1781009860.8989844,173138,124838,60,95,NORMAL
1781009861.1137843,173815,124653,60,96,NORMAL
1781009861.3048298,171844,124247,60,96,NORMAL
1781009861.5052178,172016,124309,60,96,NORMAL
1781009861.7204683,173475,125434,61,96,NORMAL
1781009861.9251015,173184,125333,64,96,NORMAL
1781009862.129246,173138,124838,67,97,NORMAL
1781009862.320103,172832,125211,67,97,NORMAL
1781009862.5212193,172743,125289,67,97,NORMAL
1781009862.7221503,173993,125125,67,97,NORMAL
1781009862.923434,173475,125434,67,97,NORMAL
1781009863.1245039,172408,125293,67,97,NORMAL
1781009863.3251061,172338,125358,67,97,NORMAL
1781009863.5394835,172832,125211,68,97,NORMAL
1781009863.7438521,172743,125289,64,97,NORMAL
1781009863.9483857,172965,125554,68,97,NORMAL
1781009864.1525135,172600,125169,65,97,NORMAL
1781009864.3571453,172408,125293,61,97,NORMAL
1781009864.5611646,173244,125546,56,97,LOW HR
1781009864.752389,173413,125524,56,97,LOW HR
1781009864.966846,172953,125530,59,97,LOW HR
1781009865.1580389,173351,125419,59,97,LOW HR
1781009865.3722785,173030,125328,64,97,NORMAL
1781009865.5762808,172926,125624,66,97,NORMAL
1781009865.7675397,173244,125546,66,97,NORMAL
1781009865.9820788,172608,125316,63,97,NORMAL
1781009866.186639,173265,125449,62,97,NORMAL
1781009866.377789,173351,125419,62,97,NORMAL
1781009866.5789888,172117,125249,62,97,NORMAL
1781009866.7930007,172075,125176,61,97,NORMAL
1781009866.9842432,172622,125358,61,97,NORMAL
1781009867.1854873,172608,125316,61,97,NORMAL
1781009867.3861096,171895,125185,61,97,NORMAL
1781009867.5869462,171844,125152,61,97,NORMAL
1781009867.787945,172117,125249,61,97,NORMAL
1781009868.0024235,172075,125176,65,97,NORMAL
1781009868.1936455,171597,125042,65,97,NORMAL
1781009868.4079728,171366,125087,68,97,NORMAL
1781009868.6122875,171895,125185,69,97,NORMAL
1781009868.8165562,171789,125482,70,97,NORMAL
1781009869.02086,172074,125762,69,97,NORMAL
1781009869.2121074,171869,125091,69,97,NORMAL
1781009869.413249,171597,125042,69,97,NORMAL
1781009869.6275797,172305,125654,68,97,NORMAL
1781009869.8321934,171982,125194,67,97,NORMAL
1781009870.0233746,171789,125482,67,97,NORMAL
1781009870.224578,172481,125429,67,97,NORMAL
1781009870.4253857,172033,125486,67,97,NORMAL
1781009870.6261923,172658,125644,67,97,NORMAL
1781009870.827127,172305,125654,67,97,NORMAL
1781009871.0413888,172063,125368,66,97,NORMAL
1781009871.2459424,172005,125359,65,97,NORMAL
1781009871.4509213,172481,125429,63,97,NORMAL
1781009871.642397,172058,125360,63,97,NORMAL
1781009871.856719,172220,125271,62,97,NORMAL
1781009872.048046,172154,125410,62,97,NORMAL
1781009872.2622147,172063,125368,61,97,NORMAL
1781009872.4533238,172042,125080,61,97,NORMAL
1781009872.6680367,172155,125081,63,97,NORMAL
1781009872.8597195,172058,125360,63,97,NORMAL
1781009873.0606039,171531,125030,63,97,NORMAL
1781009873.261493,171691,125000,63,97,NORMAL
1781009873.475569,172132,125040,62,97,NORMAL
1781009873.6801708,172042,125080,60,97,NORMAL
1781009873.8715127,171648,124972,60,97,NORMAL
1781009874.0860298,171756,124908,62,97,NORMAL
1781009874.2906883,171531,125030,65,97,NORMAL
1781009874.48219,171515,124932,65,97,NORMAL
1781009874.6966465,171333,124901,69,97,NORMAL
1781009874.9010878,171810,124916,71,97,NORMAL
1781009875.0924876,171468,124847,71,97,NORMAL
1781009875.2934828,171415,124896,71,97,NORMAL
1781009875.4945412,171298,124829,71,97,NORMAL
1781009875.695206,171515,124932,71,97,NORMAL
1781009875.896023,171333,124901,71,97,NORMAL
1781009876.0970354,171354,124792,71,97,NORMAL
1781009876.2978842,171249,124790,71,97,NORMAL
1781009876.4985766,171415,124896,71,97,NORMAL
1781009876.699373,171298,124829,71,97,NORMAL
1781009876.9004667,171104,124821,71,97,NORMAL
1781009877.1014,170817,124587,71,97,NORMAL
1781009877.3022454,171354,124792,71,97,NORMAL
1781009877.5163522,171249,124790,70,97,NORMAL
1781009877.72103,169585,123863,69,97,NORMAL
1781009877.9119358,171714,124739,69,97,NORMAL
1781009878.1262655,171104,124821,68,97,NORMAL
1781009878.317062,169832,123966,68,97,NORMAL
1781009878.532167,169998,123960,66,97,NORMAL
1781009878.7367687,168992,124388,67,97,NORMAL
1781009878.9414968,169997,123863,66,97,NORMAL
1781009879.145837,169827,124091,64,97,NORMAL
1781009879.3368514,170030,123810,64,97,NORMAL
1781009879.5514867,169832,123966,62,97,NORMAL
1781009879.7427988,169436,124103,62,97,NORMAL
1781009879.943834,169682,124044,62,97,NORMAL
1781009880.1443055,169997,124057,62,97,NORMAL
1781009880.358458,169827,124091,65,97,NORMAL
1781009880.5629346,169875,124008,68,97,NORMAL
1781009880.7539625,169264,124075,68,97,NORMAL
1781009880.9552252,169436,124103,68,97,NORMAL
1781009881.1695657,169082,124238,66,97,NORMAL
1781009881.3741724,169358,124153,63,97,NORMAL
1781009881.5786588,169765,124134,62,97,NORMAL
1781009881.7697344,169715,124106,62,97,NORMAL
1781009881.9712322,169738,124135,62,97,NORMAL
1781009882.185155,169333,124116,61,97,NORMAL
1781009882.3764114,169082,124238,61,97,NORMAL
1781009882.5906603,170840,124294,60,97,NORMAL
1781009882.795986,170960,124295,62,97,NORMAL
1781009882.9883168,169715,124106,62,97,NORMAL
1781009883.1885028,170018,124369,62,97,NORMAL
1781009883.4028828,169995,124332,63,97,NORMAL
1781009883.5944438,170232,124166,63,97,NORMAL
1781009883.79555,170840,124294,63,97,NORMAL
1781009883.9964006,171067,124513,63,97,NORMAL
1781009884.1964052,170869,124513,63,97,NORMAL
1781009884.397706,170018,124369,63,97,NORMAL
1781009884.5986345,169995,124332,63,97,NORMAL
1781009884.8001506,170787,124583,63,97,NORMAL
1781009885.0005498,171008,124679,63,97,NORMAL
1781009885.2012663,171067,124513,63,97,NORMAL
1781009885.4024112,170869,124513,63,97,NORMAL
1781009885.6029618,171300,124503,63,97,NORMAL
1781009885.817515,171562,124518,64,97,NORMAL
1781009886.0221424,170787,124583,65,97,NORMAL
1781009886.226371,171008,124679,64,97,NORMAL
1781009886.4303675,173847,124334,58,97,LOW HR
1781009886.6212437,171245,124676,58,97,LOW HR
1781009886.83585,170856,124518,64,97,NORMAL
1781009887.0405068,174156,124843,62,97,NORMAL
1781009887.231753,174062,124863,62,97,NORMAL
1781009887.4331768,173386,125099,62,97,NORMAL
1781009887.6471663,173847,124334,65,97,NORMAL
1781009887.8519201,173457,124793,62,97,NORMAL
1781009888.0432463,174271,124846,62,97,NORMAL
1781009888.2577438,174156,124843,64,97,NORMAL
1781009888.4492826,174339,125594,64,97,NORMAL
1781009888.649927,175181,125843,64,97,NORMAL
1781009888.8643997,173368,124871,65,97,NORMAL
1781009889.0558357,173457,124793,65,97,NORMAL
1781009889.2701035,174773,125710,74,97,NORMAL
1781009889.474721,173808,125208,65,97,NORMAL
1781009889.6792524,174339,125594,61,97,NORMAL
1781009889.8835623,174703,125766,70,97,NORMAL
1781009890.0877626,174888,125849,62,97,NORMAL
1781009890.2922146,174757,125528,69,96,NORMAL
1781009890.4967487,174233,125745,69,95,NORMAL
1781009890.6877341,174866,125635,69,95,NORMAL
1781009890.9024029,174728,125735,76,95,NORMAL
1781009891.1068897,174264,125577,75,95,NORMAL
1781009891.298078,173988,125607,75,95,NORMAL
1781009891.4990892,174471,125686,75,95,NORMAL
1781009891.713498,174233,125745,69,95,NORMAL
1781009891.904695,174187,125408,69,95,NORMAL
1781009892.1195407,174493,125537,67,95,NORMAL
1781009892.324292,174264,125577,64,95,NORMAL
1781009892.5285823,174124,125807,62,95,NORMAL
1781009892.732979,174194,125740,63,95,NORMAL
1781009892.9373345,174495,125360,63,96,NORMAL
1781009893.1418736,173665,125938,68,96,NORMAL
1781009893.33311,173850,125986,68,96,NORMAL
1781009893.5472403,173866,125793,71,96,NORMAL
1781009893.738255,175206,126182,71,96,NORMAL
1781009893.9525297,174505,126260,66,97,NORMAL
1781009894.1569018,174168,125765,65,96,NORMAL
1781009894.3609426,173665,125938,60,97,NORMAL
1781009894.5521407,174322,126009,60,97,NORMAL
1781009894.7531722,174590,126016,60,97,NORMAL
1781009894.967037,175206,126182,59,97,LOW HR
1781009895.1718707,173113,125063,66,97,NORMAL
1781009895.362876,173280,124688,66,97,NORMAL
1781009895.563946,173607,126077,66,97,NORMAL
1781009895.778604,174322,126009,60,97,NORMAL
1781009895.9697826,172485,124883,60,97,NORMAL
1781009896.1711786,172294,124899,60,97,NORMAL
1781009896.3720686,173113,125063,60,97,NORMAL
1781009896.571987,173280,124688,60,97,NORMAL
1781009896.7865083,172224,125231,67,97,NORMAL
1781009896.991037,171591,125069,73,97,NORMAL
1781009897.1957614,172485,124883,72,97,NORMAL
1781009897.3867033,173555,125939,72,97,NORMAL
1781009897.5879188,173621,126075,72,97,NORMAL
1781009897.7887752,172437,124907,72,97,NORMAL
1781009897.989615,172224,125231,72,97,NORMAL
1781009898.2043867,173317,125872,68,97,NORMAL
1781009898.4089987,172500,125521,64,97,NORMAL
1781009898.6001887,173555,125939,64,97,NORMAL
1781009898.801349,174017,126117,64,97,NORMAL
1781009899.0152562,176404,126175,63,97,NORMAL
1781009899.2193534,173510,126015,61,97,NORMAL
1781009899.4101987,173317,125872,61,97,NORMAL
1781009899.6247644,175364,126263,60,97,NORMAL
1781009899.81574,175087,126399,60,97,NORMAL
1781009900.0169845,174017,126117,60,97,NORMAL
1781009900.2177641,176404,126175,60,97,NORMAL
1781009900.418782,175055,126251,60,97,NORMAL
1781009900.6194882,174903,126531,60,97,NORMAL
1781009900.8336575,175364,126263,64,97,NORMAL
1781009901.0246627,175087,126399,64,97,NORMAL
1781009901.2258742,174953,126283,64,97,NORMAL
1781009901.4400325,175728,126367,68,97,NORMAL
1781009901.644271,175055,126251,64,97,NORMAL
1781009901.8349175,177128,126604,64,97,NORMAL
1781009902.0495427,178652,126689,60,97,NORMAL
1781009902.2404063,175087,126399,60,97,NORMAL
1781009902.454797,174953,126283,59,97,LOW HR
1781009902.6586883,177652,127049,54,97,LOW HR
1781009902.8629458,174867,125874,55,97,LOW HR
1781009903.054291,177128,126604,55,97,LOW HR
1781009903.255036,176402,127495,55,97,LOW HR
1781009903.4693663,177204,127433,64,97,NORMAL
1781009903.6604683,178229,126869,64,97,NORMAL
1781009903.874767,177652,127049,67,97,NORMAL
1781009904.0794706,176499,127440,63,97,NORMAL
1781009904.2841244,177222,127083,60,97,NORMAL
1781009904.4755018,176402,127495,60,97,NORMAL
1781009904.676627,176003,127246,60,97,NORMAL
1781009904.8773553,174800,127042,60,97,NORMAL
1781009905.0782394,176935,127473,60,97,NORMAL
1781009905.279074,176499,127440,60,97,NORMAL
1781009905.4796846,172838,125717,60,97,NORMAL
1781009905.6807268,171562,125780,60,97,NORMAL
1781009905.8814726,176003,127246,60,97,NORMAL
1781009906.0821724,174800,127042,60,97,NORMAL
1781009906.283169,173281,125687,60,97,NORMAL
1781009906.4842236,174146,126098,60,97,NORMAL
1781009906.685044,172838,125717,60,97,NORMAL
1781009906.899586,171562,125780,62,97,NORMAL
1781009907.104025,175591,126468,64,97,NORMAL
1781009907.2953165,174768,126471,64,97,NORMAL
1781009907.4965415,173281,125687,64,97,NORMAL
1781009907.710382,174146,126098,59,97,LOW HR
1781009907.914764,174648,126949,54,97,LOW HR
1781009908.1058946,175321,126467,54,97,LOW HR
1781009908.307186,175591,126468,54,97,LOW HR
1781009908.508043,175829,126999,54,97,LOW HR
1781009908.7220688,175683,126929,57,97,LOW HR
1781009908.926666,175078,126782,63,97,NORMAL
1781009909.1311066,174648,126949,64,97,NORMAL
1781009909.3357599,175397,127093,68,97,NORMAL
1781009909.5264494,175827,126954,68,97,NORMAL
1781009909.7279003,175829,126999,68,97,NORMAL
1781009909.9425516,175301,126955,69,97,NORMAL
1781009910.133725,175414,126983,69,97,NORMAL
1781009910.3348236,175545,127027,69,97,NORMAL
1781009910.5355077,175397,127093,69,97,NORMAL
1781009910.736285,175032,127112,69,97,NORMAL
1781009910.9373522,175218,127039,69,97,NORMAL
1781009911.1384883,175301,126955,69,97,NORMAL
1781009911.3529305,175414,126983,68,97,NORMAL
1781009911.5577197,175358,126902,67,97,NORMAL
1781009911.7629466,175216,127044,63,97,NORMAL
1781009911.9672966,175032,127112,67,97,NORMAL
1781009912.1721165,174873,126966,68,97,NORMAL
1781009912.3771126,175298,127012,65,97,NORMAL
1781009912.5811992,175163,126954,63,97,NORMAL
1781009912.7854095,175037,126961,66,97,NORMAL
1781009912.9901435,175191,126890,68,97,NORMAL
1781009913.1951082,175215,126910,67,96,NORMAL
1781009913.386911,175272,126958,67,96,NORMAL
1781009913.5879867,175271,126961,67,96,NORMAL
1781009913.8025808,175265,126945,69,97,NORMAL
1781009913.9942098,175411,126837,69,97,NORMAL
1781009914.2082984,175394,126966,68,97,NORMAL
1781009914.412988,175389,126928,69,97,NORMAL
1781009914.6182063,175272,126958,68,97,NORMAL
1781009914.809848,175389,126940,68,97,NORMAL
1781009915.0108826,175235,126955,68,97,NORMAL
1781009915.2252457,175411,126837,71,97,NORMAL
1781009915.4307053,174998,126935,76,97,NORMAL
1781009915.6223288,174914,126930,76,97,NORMAL
1781009915.8232763,175341,126937,76,97,NORMAL
1781009916.0239496,175389,126940,76,97,NORMAL
1781009916.2385595,175017,126852,73,97,NORMAL
1781009916.4299011,175099,126972,73,97,NORMAL
1781009916.6445253,174998,126935,71,97,NORMAL
1781009916.8359396,174938,126766,71,97,NORMAL
1781009917.0500524,174820,126821,74,97,NORMAL
1781009917.254515,175051,126878,75,97,NORMAL
1781009917.4464095,174854,126852,75,97,NORMAL
1781009917.6469781,174934,126713,75,97,NORMAL
1781009917.848015,174842,126783,75,97,NORMAL
1781009918.062104,174938,126766,74,97,NORMAL
1781009918.2535145,174763,126734,74,97,NORMAL
1781009918.4677954,174561,126835,70,97,NORMAL
1781009918.672421,174854,126784,64,97,NORMAL
1781009918.8771005,174934,126713,66,97,NORMAL
1781009919.0816467,174735,126807,64,97,NORMAL
