timestamp,ir_raw,red_raw,hr,spo2,status
1781010227.32866,167672,126386,67,87,LOW O2
1781010227.5200512,162280,124009,70,87,LOW O2
1781010227.7209923,164283,124715,67,87,LOW O2
1781010227.921416,166575,125506,70,87,LOW O2
1781010228.122125,162326,123926,68,87,LOW O2
1781010228.3229911,167128,126107,68,88,LOW O2
1781010228.5175595,167249,126016,68,88,LOW O2
1781010228.7243378,164323,124670,65,89,LOW O2
1781010228.9247468,162593,123699,65,90,LOW O2
1781010229.1253831,166575,125506,62,92,LOW O2
1781010229.325932,162326,123926,62,93,LOW O2
1781010229.5267322,167633,125781,62,94,NORMAL
1781010229.7273173,164218,124096,62,93,LOW O2
1781010229.9280913,165274,124542,55,93,LOW O2
1781010230.128756,162593,123699,56,93,LOW O2
1781010230.3294404,165127,124804,64,94,NORMAL
1781010230.5300512,168611,126093,64,93,LOW O2
1781010230.72479,164207,124035,64,93,LOW O2
1781010230.9253843,164218,124096,64,93,LOW O2
1781010231.1260426,165274,124542,64,93,LOW O2
1781010231.3325934,164397,123907,64,91,LOW O2
1781010231.5274704,165777,124423,64,91,LOW O2
1781010231.733821,168611,126093,64,92,LOW O2
1781010231.9345741,164207,124035,63,93,LOW O2
1781010232.129359,162959,123217,63,93,LOW O2
1781010232.329948,163815,123345,63,93,LOW O2
1781010232.5372386,164397,123907,63,93,LOW O2
1781010232.7380972,165777,124423,63,93,LOW O2
1781010232.93899,161472,122448,63,93,LOW O2
1781010233.140008,159934,122072,63,93,LOW O2
1781010233.340868,163408,123379,63,93,LOW O2
1781010233.5417013,163815,123345,63,93,LOW O2
1781010233.7564058,161067,122285,63,94,NORMAL
1781010233.9486692,160874,122671,63,94,NORMAL
1781010234.1492667,161472,122448,63,94,NORMAL
1781010234.3498254,159934,122072,63,94,NORMAL
1781010234.550698,170405,127288,63,94,NORMAL
1781010234.751927,165287,124137,63,94,NORMAL
1781010234.9664798,161269,122765,65,94,NORMAL
1781010235.1722662,160874,122671,66,94,NORMAL
1781010235.3777509,161474,122055,64,93,LOW O2
1781010235.5695796,165817,124584,64,93,LOW O2
1781010235.7843518,170405,127288,63,93,LOW O2
1781010235.9897819,167068,124834,63,94,NORMAL
1781010236.194936,159228,121556,55,94,LOW HR
1781010236.4004958,160564,121879,53,94,LOW HR
1781010236.6060898,159925,121426,53,95,LOW HR
1781010236.8113832,161449,122119,58,95,LOW HR
1781010237.0169404,164407,123476,58,94,LOW HR
1781010237.2221375,160758,121418,64,93,LOW O2
1781010237.4275157,168389,125580,68,93,LOW O2
1781010237.6196303,160328,121272,68,93,LOW O2
1781010237.8204796,160084,121077,68,93,LOW O2
1781010238.0210414,164233,122761,68,93,LOW O2
1781010238.2357225,165323,123672,66,93,LOW O2
1781010238.4412122,162737,121890,66,92,LOW O2
1781010238.6331232,162763,121730,66,92,LOW O2
1781010238.8475976,160328,121272,69,92,LOW O2
1781010239.0530388,159309,121574,75,92,LOW O2
1781010239.2588284,162046,121787,72,92,LOW O2
1781010239.464098,159946,121008,71,92,LOW O2
1781010239.6697853,162465,121853,73,93,LOW O2
1781010239.8756034,161155,121117,72,94,NORMAL
1781010240.0811071,159761,121496,67,95,NORMAL
1781010240.286696,162094,121450,65,95,NORMAL
1781010240.478695,162809,122040,65,95,NORMAL
1781010240.6796296,164944,123194,65,95,NORMAL
1781010240.8809943,163140,121795,65,95,NORMAL
1781010241.081526,164036,122213,65,95,NORMAL
1781010241.2962165,164706,122406,63,94,NORMAL
1781010241.4885035,162094,121450,63,94,NORMAL
1781010241.7028487,163472,121948,61,94,NORMAL
1781010241.9088755,162658,121585,62,94,NORMAL
1781010242.101017,163140,121795,62,94,NORMAL
1781010242.3153102,166205,123193,61,94,NORMAL
1781010242.507375,166111,123055,61,94,NORMAL
1781010242.7082398,163939,122138,61,94,NORMAL
1781010242.9230227,163472,121948,60,95,NORMAL
1781010243.128773,165024,122493,55,95,LOW HR
1781010243.3207905,161699,121277,55,95,LOW HR
1781010243.521579,166205,123193,55,95,LOW HR
1781010243.735882,162373,121331,58,95,LOW HR
1781010243.927787,161862,121045,58,95,LOW HR
1781010244.1287134,167179,123825,58,95,LOW HR
1781010244.3294837,165024,122493,58,95,LOW HR
1781010244.544095,162773,121398,60,95,NORMAL
1781010244.7492006,165026,122777,62,94,NORMAL
1781010244.9544842,162373,121331,63,94,NORMAL
1781010245.146287,160044,120869,63,94,NORMAL
1781010245.3470876,158026,120370,63,94,NORMAL
1781010245.5614338,161146,120807,63,93,LOW O2
1781010245.7662306,165094,122260,69,93,LOW O2
1781010245.971002,161475,121366,75,93,LOW O2
1781010246.1627164,160848,120790,75,93,LOW O2
1781010246.3766737,160044,120869,75,92,LOW O2
1781010246.5683498,160693,120513,75,92,LOW O2
1781010246.7822976,160111,120680,75,91,LOW O2
1781010246.9740348,165094,122260,75,91,LOW O2
1781010247.1748655,161375,120970,75,91,LOW O2
1781010247.375803,163655,122261,75,91,LOW O2
1781010247.576599,158618,120215,75,91,LOW O2
1781010247.7774787,160693,120513,75,91,LOW O2
1781010247.978365,165604,122982,75,91,LOW O2
1781010248.1926167,163097,121915,75,92,LOW O2
1781010248.3843172,161375,120970,75,92,LOW O2
1781010248.598565,163655,122261,75,93,LOW O2
1781010248.803215,160982,120678,70,93,LOW O2
1781010249.0082834,166436,123431,69,93,LOW O2
1781010249.213207,165604,122982,64,93,LOW O2
1781010249.4048145,161179,121066,64,93,LOW O2
1781010249.618687,168367,125213,64,94,NORMAL
1781010249.8101957,160272,120629,64,94,NORMAL
1781010250.0111775,170851,126263,64,94,NORMAL
1781010250.2119808,173518,127908,64,94,NORMAL
1781010250.426157,159840,120629,64,93,LOW O2
1781010250.617651,161179,121066,64,93,LOW O2
1781010250.8186617,165664,123314,64,93,LOW O2
1781010251.019641,172238,127404,64,93,LOW O2
1781010251.23436,170851,126263,62,93,LOW O2
1781010251.439855,173518,127908,64,93,LOW O2
1781010251.632015,164223,123492,64,93,LOW O2
1781010251.84604,164723,123678,63,93,LOW O2
1781010252.03836,165664,123314,63,93,LOW O2
1781010252.2525322,163788,122661,66,92,LOW O2
1781010252.4446793,160057,120838,66,92,LOW O2
1781010252.6587677,168182,125053,64,92,LOW O2
1781010252.8509572,162267,121990,64,92,LOW O2
1781010253.0653017,157933,119784,66,92,LOW O2
1781010253.2575133,165186,123799,66,92,LOW O2
1781010253.4717615,163788,122661,64,92,LOW O2
1781010253.6769516,161720,121102,66,92,LOW O2
1781010253.8822284,163365,121727,69,92,LOW O2
1781010254.0742633,162267,121990,69,92,LOW O2
1781010254.275181,160358,120904,69,92,LOW O2
1781010254.4760916,159850,120590,69,92,LOW O2
1781010254.6769679,166985,124605,69,92,LOW O2
1781010254.8780093,161720,121102,69,92,LOW O2
1781010255.0789342,161648,121247,69,92,LOW O2
1781010255.2800002,160676,121178,69,92,LOW O2
1781010255.4807441,160358,120904,69,92,LOW O2
1781010255.694923,159850,120590,70,93,LOW O2
1781010255.9003665,163023,122326,69,93,LOW O2
1781010256.1057868,160507,120914,66,92,LOW O2
1781010256.3110673,161648,121247,67,93,LOW O2
1781010256.516438,162064,121842,64,93,LOW O2
1781010256.721629,163557,122350,65,93,LOW O2
1781010256.9138367,167007,123827,65,93,LOW O2
1781010257.1281233,160012,120669,66,93,LOW O2
1781010257.3332558,162223,121793,70,93,LOW O2
1781010257.5385554,162330,121479,68,93,LOW O2
1781010257.7303555,160889,121062,68,93,LOW O2
1781010257.9443264,160592,120694,62,93,LOW O2
1781010258.1359262,164044,122654,62,93,LOW O2
1781010258.3504717,160027,120496,65,93,LOW O2
1781010258.555489,162573,121459,60,93,LOW O2
1781010258.747075,162526,121493,60,93,LOW O2
1781010258.9479175,160889,121062,60,93,LOW O2
1781010259.1621325,164902,122682,60,92,LOW O2
1781010259.3537629,161479,120823,60,92,LOW O2
1781010259.5547178,160027,120496,60,92,LOW O2
1781010259.7687342,170290,125866,59,92,LOW O2
1781010259.9605906,166773,123604,59,92,LOW O2
1781010260.1747458,161065,120870,61,92,LOW O2
1781010260.3799777,164902,122682,65,92,LOW O2
